Category,Quantity,Order_Date
Technology,2,10/31/2014
Furniture,4,11-03-2017
Office Supplies,5,08-11-2016
Office Supplies,7,08-11-2016
Office Supplies,2,08-11-2016
Office Supplies,9,7/25/2016
Office Supplies,3,03-01-2014
Furniture,3,03-01-2014
Furniture,4,1/26/2017
Technology,7,1/26/2017
Furniture,3,07-12-2014
Office Supplies,2,07-12-2014
Office Supplies,7,07-12-2014
Office Supplies,3,07-12-2014
Office Supplies,1,04-11-2017
Office Supplies,8,04-11-2017
Office Supplies,1,11/13/2017
Office Supplies,2,12-05-2015
Office Supplies,2,9/26/2016
Office Supplies,2,11/19/2016
Office Supplies,5,11/19/2016
Office Supplies,5,09-08-2017
Technology,3,09-08-2017
Office Supplies,4,7/21/2017
Office Supplies,7,7/21/2017
Office Supplies,3,10-06-2017
Office Supplies,1,10-06-2017
Technology,4,11-07-2017
Office Supplies,1,03-09-2016
Furniture,5,03-09-2016
Office Supplies,3,03-09-2016
Office Supplies,4,03-09-2016
Office Supplies,9,5/13/2017
Office Supplies,2,07-02-2016
Office Supplies,4,12/27/2014
Technology,5,12/27/2014
Furniture,6,4/13/2017
Office Supplies,5,11/14/2014
Office Supplies,3,06-11-2017
Office Supplies,7,11/25/2016
Office Supplies,5,3/21/2014
Furniture,3,3/21/2014
Furniture,3,3/21/2014
Furniture,5,4/30/2015
Furniture,1,4/30/2015
Technology,10,4/30/2015
Furniture,5,4/30/2015
Office Supplies,1,4/30/2015
Furniture,2,05-03-2017
Office Supplies,4,05-03-2017
Furniture,5,05-03-2017
Office Supplies,5,05-03-2017
Office Supplies,2,05-03-2017
Furniture,3,8/26/2016
Office Supplies,7,04-11-2014
Technology,2,04-11-2014
Technology,6,04-11-2014
Office Supplies,2,01-02-2017
Office Supplies,2,01-02-2017
Furniture,5,01-02-2017
Office Supplies,3,01-02-2017
Technology,2,4/28/2017
Technology,4,1/30/2017
Office Supplies,4,09-07-2014
Office Supplies,2,09-07-2014
Office Supplies,5,09-07-2014
Furniture,3,06-11-2016
Furniture,2,10/17/2016
Office Supplies,1,12/27/2014
Furniture,3,11/24/2016
Office Supplies,1,11-10-2016
Office Supplies,6,01-05-2015
Office Supplies,6,01-05-2015
Office Supplies,1,3/21/2017
Office Supplies,1,11-12-2015
Office Supplies,3,11-12-2015
Office Supplies,7,11-12-2015
Office Supplies,3,09-09-2014
Technology,2,3/17/2016
Furniture,4,02-08-2016
Technology,3,11/26/2016
Office Supplies,2,11/26/2016
Office Supplies,3,09-04-2017
Office Supplies,1,5/28/2015
Office Supplies,5,5/28/2015
Office Supplies,2,11-01-2014
Office Supplies,6,12/27/2016
Office Supplies,2,12-04-2017
Furniture,2,12/23/2017
Technology,3,12-01-2016
Furniture,5,12-01-2016
Office Supplies,3,12-01-2016
Furniture,3,12-01-2016
Office Supplies,7,6/30/2014
Office Supplies,5,09-03-2014
Furniture,2,11-02-2017
Office Supplies,1,4/13/2015
Office Supplies,5,12-05-2015
Furniture,3,12-05-2015
Office Supplies,2,12-05-2015
Office Supplies,4,02-01-2016
Furniture,4,07-08-2017
Technology,5,07-08-2017
Furniture,2,07-08-2017
Office Supplies,7,07-08-2017
Office Supplies,5,07-08-2017
Office Supplies,4,12-11-2015
Furniture,4,11/15/2016
Office Supplies,7,05-09-2016
Furniture,4,03-10-2017
Office Supplies,10,12/17/2016
Technology,3,12/17/2016
Office Supplies,3,04-06-2017
Office Supplies,5,05-09-2017
Office Supplies,3,05-09-2017
Furniture,1,05-09-2017
Office Supplies,4,05-09-2017
Technology,2,05-09-2017
Technology,3,10-12-2017
Office Supplies,5,10-12-2017
Furniture,2,10-12-2017
Furniture,5,10-12-2017
Office Supplies,8,8/28/2016
Office Supplies,2,10-02-2015
Office Supplies,2,11/23/2017
Technology,6,11-12-2017
Furniture,5,12/19/2016
Office Supplies,2,3/30/2014
Furniture,10,11-08-2017
Office Supplies,4,9/14/2014
Office Supplies,2,9/14/2014
Furniture,5,9/14/2014
Office Supplies,2,9/14/2014
Office Supplies,11,9/20/2015
Technology,2,12-10-2015
Office Supplies,4,5/28/2014
Technology,2,3/14/2017
Office Supplies,3,12-08-2016
Office Supplies,4,05-06-2017
Technology,2,03-06-2016
Office Supplies,1,03-06-2016
Technology,3,03-06-2016
Furniture,4,10/23/2017
Furniture,4,10/23/2017
Furniture,2,10/23/2017
Furniture,3,10/23/2017
Office Supplies,8,10/23/2017
Office Supplies,1,10/23/2017
Technology,5,4/28/2014
Furniture,4,4/18/2016
Office Supplies,3,4/18/2016
Furniture,5,4/18/2016
Technology,2,5/22/2016
Furniture,3,5/28/2017
Office Supplies,3,5/28/2017
Office Supplies,3,8/25/2014
Office Supplies,3,8/25/2014
Office Supplies,5,8/30/2014
Office Supplies,3,8/30/2014
Office Supplies,2,09-03-2015
Technology,3,3/28/2014
Technology,4,05-10-2015
Office Supplies,3,04-09-2015
Office Supplies,3,04-09-2015
Office Supplies,2,9/19/2016
Furniture,6,11-11-2016
Furniture,4,4/23/2017
Technology,2,4/23/2017
Furniture,3,4/23/2017
Office Supplies,1,4/23/2017
Office Supplies,1,10/22/2015
Office Supplies,4,04-09-2017
Office Supplies,2,04-09-2017
Office Supplies,1,10/27/2017
Technology,4,10/30/2015
Office Supplies,2,12/18/2017
Office Supplies,2,03-12-2016
Technology,2,7/21/2014
Office Supplies,3,5/24/2016
Office Supplies,2,02-11-2017
Office Supplies,5,9/20/2016
Furniture,10,9/24/2017
Office Supplies,2,3/27/2017
Office Supplies,2,3/27/2017
Office Supplies,3,3/27/2017
Technology,5,02-02-2016
Office Supplies,8,02-02-2016
Furniture,7,02-02-2016
Office Supplies,3,07-07-2017
Office Supplies,8,10/23/2015
Technology,3,10/23/2015
Office Supplies,1,10/23/2015
Technology,3,12-02-2016
Office Supplies,3,03-05-2014
Technology,3,03-05-2014
Office Supplies,2,03-05-2014
Office Supplies,6,03-05-2014
Office Supplies,2,03-05-2014
Technology,2,03-01-2015
Furniture,3,03-01-2015
Office Supplies,2,2/20/2014
Furniture,4,05-02-2016
Office Supplies,9,03-08-2016
Technology,5,03-08-2016
Office Supplies,3,03-08-2016
Technology,11,12-11-2015
Technology,1,12-11-2015
Office Supplies,2,12-11-2015
Office Supplies,2,12/22/2016
Furniture,2,02-02-2016
Office Supplies,4,06-05-2017
Office Supplies,3,8/21/2015
Office Supplies,12,8/21/2015
Office Supplies,2,04-07-2016
Furniture,6,06-04-2017
Furniture,1,12-04-2017
Furniture,3,12-04-2017
Furniture,3,12-04-2017
Furniture,14,01-11-2016
Technology,1,04-01-2016
Office Supplies,7,9/21/2017
Technology,2,3/16/2017
Furniture,6,3/16/2017
Office Supplies,3,3/16/2017
Technology,2,3/16/2017
Office Supplies,2,3/16/2017
Furniture,2,11-10-2017
Office Supplies,4,11/30/2016
Office Supplies,2,11/30/2016
Office Supplies,7,11/30/2016
Furniture,3,11/30/2016
Office Supplies,2,1/13/2015
Technology,3,5/16/2014
Office Supplies,4,06-07-2015
Office Supplies,5,06-07-2015
Office Supplies,3,06-07-2015
Technology,2,03-09-2017
Office Supplies,5,03-09-2017
Office Supplies,2,12/22/2015
Furniture,7,12/22/2015
Technology,2,08-06-2014
Furniture,1,3/27/2016
Furniture,4,3/27/2016
Office Supplies,2,3/27/2016
Technology,3,12-05-2015
Office Supplies,4,12-05-2015
Furniture,4,09-11-2015
Office Supplies,3,7/17/2015
Office Supplies,4,7/17/2015
Technology,3,5/30/2014
Technology,8,11/13/2017
Furniture,7,12-09-2016
Technology,7,3/22/2015
Office Supplies,9,3/22/2015
Technology,3,12/23/2016
Office Supplies,9,12/23/2016
Technology,3,12/23/2016
Technology,3,12/23/2016
Furniture,2,12/23/2016
Furniture,5,04-02-2016
Office Supplies,3,4/30/2017
Furniture,6,4/30/2017
Technology,3,11/17/2016
Office Supplies,4,11/17/2016
Office Supplies,6,11-10-2016
Office Supplies,7,12-06-2016
Office Supplies,13,12-06-2016
Technology,2,12-06-2016
Office Supplies,3,04-03-2016
Technology,5,11/28/2014
Office Supplies,2,10/20/2015
Office Supplies,3,9/19/2014
Office Supplies,4,8/27/2017
Furniture,1,07-03-2017
Furniture,2,12/22/2017
Office Supplies,2,12/22/2017
Office Supplies,1,12/27/2016
Furniture,3,5/20/2014
Office Supplies,2,5/20/2014
Technology,2,5/20/2014
Office Supplies,5,5/20/2014
Office Supplies,2,02-04-2014
Office Supplies,7,12-09-2017
Technology,5,07-11-2017
Office Supplies,5,07-11-2017
Office Supplies,2,5/15/2015
Office Supplies,2,1/29/2017
Office Supplies,3,9/29/2017
Office Supplies,2,4/23/2017
Furniture,3,4/23/2017
Technology,3,11-09-2017
Technology,4,11-09-2017
Office Supplies,2,05-05-2014
Office Supplies,1,05-05-2014
Office Supplies,4,10/27/2016
Office Supplies,3,11/26/2014
Office Supplies,3,11/26/2014
Office Supplies,2,11/26/2014
Office Supplies,1,11/26/2014
Technology,7,12/31/2014
Technology,2,01-03-2016
Technology,3,01-03-2016
Technology,5,01-03-2016
Technology,2,8/18/2017
Furniture,2,06-04-2014
Office Supplies,4,06-04-2014
Furniture,2,06-04-2014
Furniture,2,06-04-2014
Technology,5,11/13/2017
Office Supplies,2,1/28/2016
Technology,3,11-09-2016
Office Supplies,2,09-10-2016
Office Supplies,3,09-10-2016
Office Supplies,2,09-10-2016
Office Supplies,3,09-10-2016
Furniture,7,03-03-2017
Office Supplies,4,09-08-2017
Furniture,5,11-06-2017
Office Supplies,2,5/13/2017
Office Supplies,4,11/27/2016
Office Supplies,6,11/13/2015
Technology,5,11/13/2015
Office Supplies,3,12-08-2015
Office Supplies,3,09-07-2015
Technology,5,09-07-2015
Office Supplies,2,09-07-2015
Furniture,2,09-07-2015
Office Supplies,4,09-07-2015
Furniture,5,7/28/2016
Office Supplies,6,7/28/2016
Office Supplies,3,7/28/2016
Furniture,2,8/25/2017
Office Supplies,5,4/30/2014
Office Supplies,5,4/30/2014
Furniture,7,4/27/2017
Technology,5,7/23/2017
Office Supplies,3,12/13/2014
Office Supplies,5,01-12-2017
Office Supplies,6,12-02-2017
Office Supplies,11,11-08-2015
Office Supplies,1,11-08-2015
Office Supplies,7,11-08-2015
Furniture,1,11-08-2015
Furniture,3,11/25/2016
Furniture,2,12-05-2015
Office Supplies,5,7/29/2016
Office Supplies,3,7/29/2016
Office Supplies,5,9/13/2014
Furniture,3,9/13/2014
Office Supplies,2,9/13/2014
Technology,2,9/13/2014
Technology,4,9/13/2014
Technology,2,9/13/2014
Office Supplies,1,9/13/2014
Office Supplies,2,9/13/2014
Office Supplies,1,6/21/2016
Office Supplies,6,09-03-2016
Furniture,5,11/25/2017
Furniture,4,05-12-2015
Technology,6,05-12-2015
Office Supplies,7,05-12-2015
Furniture,5,3/30/2017
Office Supplies,5,11/17/2016
Office Supplies,5,12/30/2016
Office Supplies,4,12/22/2016
Technology,1,12/22/2016
Office Supplies,4,12/20/2015
Furniture,3,12/27/2014
Office Supplies,2,12/27/2014
Office Supplies,2,2/16/2017
Furniture,3,2/16/2017
Office Supplies,3,2/16/2017
Office Supplies,6,2/16/2017
Furniture,1,2/16/2017
Furniture,5,10/24/2017
Office Supplies,8,09-02-2016
Technology,5,09-02-2016
Office Supplies,7,12-01-2016
Office Supplies,5,12-01-2016
Technology,3,11-05-2014
Office Supplies,2,11/25/2017
Technology,7,12/16/2016
Office Supplies,6,11/14/2017
Office Supplies,2,6/26/2016
Office Supplies,5,6/26/2016
Office Supplies,2,6/26/2016
Office Supplies,3,12/26/2014
Technology,2,8/14/2016
Technology,2,8/14/2016
Technology,5,8/14/2016
Technology,5,10/24/2016
Office Supplies,3,8/23/2014
Furniture,1,9/15/2017
Technology,3,6/15/2017
Furniture,4,6/15/2017
Furniture,2,6/15/2017
Technology,8,6/15/2017
Office Supplies,8,6/15/2017
Office Supplies,1,6/15/2017
Office Supplies,5,6/15/2017
Office Supplies,2,03-01-2015
Technology,8,7/23/2016
Office Supplies,1,10-01-2014
Furniture,2,09-08-2014
Office Supplies,2,09-08-2014
Technology,4,11/16/2014
Furniture,3,11/16/2014
Office Supplies,3,11/16/2014
Furniture,3,03-03-2014
Furniture,3,12-03-2015
Technology,6,07-11-2017
Office Supplies,5,07-11-2017
Office Supplies,1,11/16/2017
Office Supplies,4,06-12-2016
Furniture,2,06-12-2016
Office Supplies,8,06-12-2016
Office Supplies,3,06-12-2016
Furniture,2,06-12-2016
Office Supplies,9,06-12-2016
Office Supplies,2,06-12-2016
Office Supplies,7,12/29/2016
Office Supplies,6,12/29/2016
Office Supplies,4,3/18/2017
Technology,3,12/27/2015
Furniture,3,12/27/2015
Furniture,2,12/27/2015
Office Supplies,3,12/27/2015
Technology,7,12/27/2015
Office Supplies,3,7/31/2015
Office Supplies,3,6/27/2017
Furniture,3,6/27/2017
Technology,5,6/27/2017
Office Supplies,4,02-07-2014
Office Supplies,3,09-04-2016
Office Supplies,5,04-06-2017
Office Supplies,4,12-08-2017
Technology,2,12-08-2017
Office Supplies,5,7/24/2016
Office Supplies,3,11-09-2015
Furniture,1,10-02-2015
Technology,3,10-02-2015
Office Supplies,4,11/22/2015
Office Supplies,3,11/22/2015
Furniture,2,02-02-2017
Office Supplies,2,02-02-2017
Technology,2,02-02-2017
Office Supplies,3,6/16/2015
Technology,2,6/16/2015
Office Supplies,4,05-05-2016
Technology,3,05-05-2016
Office Supplies,6,09-09-2017
Office Supplies,3,09-09-2017
Office Supplies,2,09-09-2017
Office Supplies,2,7/22/2016
Office Supplies,8,7/22/2016
Furniture,3,7/22/2016
Office Supplies,3,7/22/2016
Office Supplies,1,1/31/2016
Office Supplies,8,1/31/2016
Office Supplies,1,12/29/2016
Office Supplies,2,12/29/2016
Office Supplies,2,11/21/2015
Office Supplies,2,11/21/2015
Office Supplies,3,11/21/2015
Office Supplies,5,11/21/2015
Technology,4,10-05-2015
Technology,3,09-12-2016
Furniture,4,09-12-2016
Office Supplies,4,9/14/2017
Office Supplies,3,9/14/2017
Office Supplies,6,2/23/2015
Office Supplies,2,2/23/2015
Office Supplies,2,12-05-2016
Furniture,5,07-02-2016
Office Supplies,8,07-02-2016
Furniture,3,12/13/2017
Office Supplies,3,3/20/2015
Office Supplies,2,03-01-2015
Furniture,6,03-01-2015
Office Supplies,4,9/15/2016
Furniture,3,9/15/2016
Office Supplies,2,3/17/2017
Technology,5,5/28/2017
Office Supplies,3,5/28/2017
Technology,4,5/28/2017
Furniture,3,6/15/2017
Furniture,2,6/15/2017
Office Supplies,9,09-06-2015
Technology,7,3/18/2017
Office Supplies,2,12/19/2014
Office Supplies,5,12/19/2014
Technology,5,12/19/2014
Technology,4,12/19/2014
Office Supplies,2,07-07-2016
Office Supplies,2,07-07-2016
Technology,5,04-06-2016
Technology,5,05-08-2014
Office Supplies,2,11/23/2017
Technology,2,11-10-2016
Furniture,2,11-10-2016
Technology,3,12/31/2014
Office Supplies,3,12/31/2014
Office Supplies,3,8/19/2017
Furniture,2,09-12-2016
Office Supplies,3,10/26/2017
Technology,5,10/26/2017
Office Supplies,5,10/26/2017
Office Supplies,4,5/30/2017
Office Supplies,3,03-08-2016
Office Supplies,5,03-08-2016
Furniture,3,7/26/2015
Technology,2,11/23/2015
Office Supplies,6,11/23/2015
Office Supplies,4,11/23/2015
Office Supplies,2,11/23/2015
Office Supplies,6,11/23/2015
Office Supplies,4,11/28/2015
Technology,2,11-03-2017
Office Supplies,2,11-03-2017
Office Supplies,2,11-03-2017
Office Supplies,2,11-03-2017
Office Supplies,3,3/21/2017
Office Supplies,3,12/19/2015
Office Supplies,5,04-02-2014
Office Supplies,7,04-02-2014
Office Supplies,2,06-05-2015
Office Supplies,2,10-06-2014
Office Supplies,10,8/21/2016
Furniture,2,11/15/2015
Office Supplies,2,6/22/2015
Office Supplies,1,9/24/2017
Technology,2,9/24/2017
Office Supplies,4,9/24/2017
Office Supplies,3,9/24/2017
Office Supplies,5,9/24/2017
Office Supplies,3,04-06-2014
Office Supplies,2,04-06-2014
Technology,3,04-06-2014
Technology,3,02-09-2016
Technology,2,02-09-2016
Office Supplies,5,11/18/2014
Office Supplies,3,12/18/2017
Office Supplies,3,12/18/2017
Office Supplies,5,12/18/2017
Office Supplies,2,12/18/2017
Technology,1,07-02-2015
Furniture,10,07-02-2015
Office Supplies,2,07-02-2015
Office Supplies,2,07-02-2015
Office Supplies,4,10-08-2014
Office Supplies,5,9/22/2015
Technology,3,9/22/2015
Office Supplies,3,12/24/2017
Technology,6,10/13/2017
Technology,2,10/13/2017
Office Supplies,5,10/13/2017
Technology,1,8/20/2017
Office Supplies,3,09-11-2015
Furniture,4,09-11-2015
Office Supplies,4,09-11-2015
Office Supplies,4,09-11-2015
Office Supplies,6,09-11-2015
Office Supplies,3,12/20/2015
Furniture,5,9/20/2014
Technology,2,9/20/2014
Technology,2,11-04-2016
Office Supplies,5,12-01-2017
Furniture,12,12-01-2017
Office Supplies,4,12-01-2017
Technology,2,10-10-2014
Office Supplies,2,10-10-2014
Office Supplies,5,11/14/2017
Office Supplies,2,8/13/2016
Office Supplies,1,8/13/2016
Technology,4,9/17/2017
Office Supplies,3,9/17/2017
Office Supplies,11,3/23/2015
Technology,3,3/23/2015
Technology,7,6/30/2016
Technology,2,10/20/2017
Office Supplies,3,10/20/2017
Office Supplies,4,8/25/2014
Office Supplies,3,8/25/2014
Office Supplies,8,8/25/2014
Office Supplies,2,7/27/2014
Furniture,9,12-01-2017
Technology,3,10/17/2016
Office Supplies,7,10/17/2016
Furniture,2,9/16/2016
Furniture,9,12-01-2015
Furniture,2,08-05-2014
Furniture,3,8/15/2016
Office Supplies,3,8/15/2016
Technology,3,8/15/2016
Office Supplies,4,8/15/2016
Technology,3,08-07-2015
Office Supplies,2,08-07-2015
Furniture,3,5/31/2016
Office Supplies,4,5/31/2016
Furniture,3,5/31/2016
Office Supplies,2,5/31/2016
Office Supplies,1,07-01-2016
Technology,3,07-01-2016
Office Supplies,9,07-01-2016
Technology,7,12/18/2016
Office Supplies,8,1/26/2015
Office Supplies,3,10/28/2017
Technology,3,11-04-2017
Technology,9,11-04-2017
Office Supplies,2,11-04-2017
Office Supplies,2,11-04-2017
Office Supplies,6,05-09-2016
Office Supplies,4,05-09-2016
Office Supplies,4,05-09-2016
Office Supplies,2,05-09-2016
Office Supplies,6,05-09-2016
Furniture,2,04-02-2014
Technology,2,4/28/2014
Technology,3,10-04-2016
Furniture,3,10-04-2016
Office Supplies,4,06-11-2017
Technology,4,1/30/2016
Office Supplies,3,1/30/2016
Furniture,3,1/30/2016
Office Supplies,5,9/27/2015
Furniture,4,4/13/2015
Furniture,2,4/13/2015
Technology,3,4/13/2015
Furniture,5,12/18/2017
Technology,3,12/18/2017
Furniture,2,3/14/2016
Office Supplies,3,8/27/2017
Technology,14,8/27/2017
Office Supplies,5,12/17/2015
Technology,2,12/17/2015
Office Supplies,5,12/17/2015
Office Supplies,2,12/17/2015
Office Supplies,3,8/22/2014
Office Supplies,7,11-03-2016
Technology,3,11-03-2016
Furniture,3,10-10-2017
Office Supplies,3,12-07-2014
Office Supplies,3,11/15/2014
Office Supplies,3,12/24/2017
Office Supplies,5,12/24/2017
Office Supplies,1,12/24/2014
Furniture,6,12/22/2017
Technology,2,12/22/2017
Office Supplies,3,12/22/2017
Office Supplies,7,12/22/2017
Office Supplies,5,12/22/2017
Furniture,4,08-08-2014
Office Supplies,2,9/20/2014
Furniture,3,12/25/2017
Technology,2,12/25/2017
Technology,5,11/25/2017
Office Supplies,5,11/25/2017
Furniture,5,11/25/2017
Office Supplies,4,11/25/2017
Furniture,2,11-05-2016
Technology,3,11-05-2016
Furniture,5,11-05-2016
Office Supplies,2,11-06-2017
Technology,1,11-03-2016
Furniture,7,11-03-2016
Office Supplies,1,12/30/2014
Office Supplies,9,12-02-2017
Technology,2,12-02-2017
Furniture,2,3/24/2017
Technology,1,11/19/2014
Furniture,7,4/25/2017
Office Supplies,7,11/23/2017
Office Supplies,2,11/23/2017
Furniture,1,11/23/2017
Office Supplies,2,11/23/2017
Office Supplies,2,11-03-2014
Office Supplies,1,10/19/2015
Office Supplies,2,02-06-2014
Office Supplies,3,03-06-2016
Office Supplies,4,03-06-2016
Furniture,5,03-06-2016
Furniture,2,03-06-2016
Furniture,3,12-03-2015
Office Supplies,5,12-03-2015
Technology,2,12-03-2015
Office Supplies,2,12-03-2015
Furniture,2,12/24/2015
Technology,7,12/24/2015
Technology,5,10-01-2017
Technology,2,10/16/2017
Furniture,7,10/16/2017
Office Supplies,5,8/15/2014
Office Supplies,5,8/15/2014
Technology,2,11-11-2017
Office Supplies,2,3/20/2017
Office Supplies,7,3/20/2017
Furniture,5,5/13/2017
Office Supplies,3,6/22/2014
Technology,1,12-02-2014
Office Supplies,3,12-02-2014
Technology,6,04-05-2015
Office Supplies,8,04-05-2015
Office Supplies,6,11/18/2017
Office Supplies,1,11/18/2017
Office Supplies,2,11/18/2017
Furniture,2,11/18/2017
Office Supplies,1,07-12-2017
Office Supplies,4,5/19/2017
Technology,2,12/20/2015
Furniture,7,2/21/2016
Office Supplies,5,3/18/2017
Office Supplies,5,3/18/2017
Office Supplies,2,12/17/2016
Office Supplies,1,12/17/2016
Office Supplies,3,3/26/2016
Office Supplies,3,3/26/2016
Technology,2,12/16/2014
Furniture,6,12/16/2014
Office Supplies,13,11/15/2015
Furniture,3,8/22/2016
Furniture,1,6/29/2015
Technology,3,6/26/2016
Technology,4,6/26/2016
Furniture,3,6/26/2016
Furniture,3,9/17/2016
Furniture,3,9/17/2016
Office Supplies,2,7/18/2014
Office Supplies,4,09-01-2017
Furniture,4,09-01-2017
Furniture,2,6/22/2017
Office Supplies,2,09-02-2014
Office Supplies,4,10-01-2015
Technology,4,10-01-2015
Office Supplies,4,04-07-2015
Office Supplies,2,04-07-2015
Technology,3,11/21/2017
Office Supplies,13,12/17/2016
Furniture,1,9/19/2014
Furniture,4,9/28/2014
Office Supplies,3,9/22/2015
Technology,3,11-07-2016
Office Supplies,2,12/16/2017
Technology,5,12/16/2017
Technology,5,12/16/2017
Office Supplies,5,12/16/2017
Office Supplies,3,12/16/2017
Office Supplies,3,9/21/2014
Office Supplies,2,5/18/2015
Office Supplies,2,3/26/2014
Office Supplies,4,3/26/2014
Technology,2,3/26/2014
Office Supplies,2,9/22/2017
Technology,2,09-12-2015
Furniture,11,11-02-2015
Furniture,7,10/20/2015
Furniture,3,10/20/2015
Furniture,7,6/14/2016
Office Supplies,4,11/20/2015
Office Supplies,4,11/20/2015
Office Supplies,6,2/28/2016
Office Supplies,13,10/14/2014
Office Supplies,3,10/14/2014
Office Supplies,4,10/14/2014
Technology,2,5/26/2017
Technology,2,02-04-2016
Furniture,3,09-02-2016
Office Supplies,3,09-02-2016
Furniture,3,12-04-2017
Office Supplies,2,06-12-2015
Office Supplies,2,09-04-2016
Technology,5,09-04-2016
Office Supplies,6,4/21/2014
Office Supplies,3,11-05-2015
Office Supplies,4,11-05-2015
Technology,3,11-03-2014
Furniture,4,2/16/2016
Office Supplies,1,2/16/2016
Technology,6,09-11-2017
